Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
PTF,PowerShares DWA Technology Momenum Portfolio,40.45,143597500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ptf
PUI,PowerShares DWA Utilities Momentum Portfolio,25.63,108927500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pui
IDLB,PowerShares FTSE International Low Beta Equal Weight Portfolio,24.85,145372524.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idlb
PRFZ,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,118.8028,1621658220,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/prfz
PAGG,PowerShares Global Agriculture Portfolio,25.35,22815000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pagg
PSAU,PowerShares Global Gold & Precious Metals Portfolio,17.58,36039000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psau
PIO,PowerShares Global Water Portfolio,20.94,184272000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pio
PGJ,PowerShares Golden Dragon China Portfolio,30.83,146442500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pgj
PEY,PowerShares High Yield Equity Dividend Achievers Portfolio,17.15,1079592500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pey
IPKW,PowerShares International BuyBack Achievers Portfolio,28.53,94149000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipkw
PID,PowerShares International Dividend Achievers Portfolio,14.8,739260000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pid
KBWB,PowerShares KBW Bank Portfolio,48.42,646407000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwb
KBWD,PowerShares KBW High Dividend Yield Financial Portfolio,23.939,248965600,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwd
KBWY,PowerShares KBW Premium Yield Equity REIT Portfolio,37.72,213118000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwy
KBWP,PowerShares KBW Property & Casualty Insurance Portfolio,55.24,77336000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwp
KBWR,PowerShares KBW Regional Banking Portfolio,57.01,225189500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwr
LDRI,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,24.84,24840000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ldri
LALT,PowerShares Multi-Strategy Alternative Portfolio,23.2,6960000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lalt
PNQI,PowerShares Nasdaq Internet Portfolio,86.0799,284063670,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnqi
PDBC,PowerShares Optimum Yield Diversified Commodity Strategy No K-,18.15,482862600,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pdbc
QQQ,"PowerShares QQQ Trust, Series 1",119.5,39058575000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqq
USLB,PowerShares Russell 1000 Low Beta Equal Weight Portfolio,27.59,147606527.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uslb
PSCD,PowerShares S&P SmallCap Consumer Discretionary Portfolio,55.64,89024000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscd
PSCC,PowerShares S&P SmallCap Consumer Staples Portfolio,69.47,69470000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscc
PSCE,PowerShares S&P SmallCap Energy Portfolio,21.74,83699000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psce
PSCF,PowerShares S&P SmallCap Financials Portfolio,53.1524,252473900,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscf
PSCH,PowerShares S&P SmallCap Health Care Portfolio,73.9152,177396480,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psch
PSCI,PowerShares S&P SmallCap Industrials Portfolio,57.57,74841000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psci
PSCT,PowerShares S&P SmallCap Information Technology Portfolio,70.61,610776500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psct
PSCM,PowerShares S&P SmallCap Materials Portfolio,50.09,92666500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscm
PSCU,PowerShares S&P SmallCap Utilities Portfolio,50.46,47937000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscu
VRIG,PowerShares Variable Rate Investment Grade Portfolio,25.04,50080025.04,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vrig
PHO,PowerShares Water Resources Portfolio,25.43,764171500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pho
PRAA,"PRA Group, Inc.",38.35,1777368333,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/praa
PRAH,"PRA Health Sciences, Inc.",55,3377489060,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/prah
PRAN,Prana Biotechnology Ltd,2.2401,14480785.95,6464348,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pran
PFBC,Preferred Bank,48.49,667953386.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pfbc
PLPC,Preformed Line Products Company,58.5,299543049,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/plpc
PFBI,"Premier Financial Bancorp, Inc.",21.06,223902359.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pfbi
PINC,"Premier, Inc.",31.26,1565965949,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pinc
LENS,Presbia PLC,4.25,57038939.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lens
PRGX,"PRGX Global, Inc.",5.5,119922951.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/prgx
PSMT,"PriceSmart, Inc.",91.6,2784733615,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psmt
PBMD,Prima BioMed Ltd,0.75,15924959.25,21233279,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pbmd
PNRG,PrimeEnergy Corporation,51.5,118133996,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnrg
PRMW,Primo Water Corporation,12.45,325034005.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/prmw
PRIM,Primoris Services Corporation,24.29,1257839238,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/prim
BTEC,Principal Healthcare Innovators Index ETF,24.13,6032524.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/btec
GENY,Principal Millennials Index ETF,25.186,6296525.186,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/geny
PSET,Principal Price Setters Index ETF,25.6585,6414650.659,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pset
PY,Principal Shareholder Yield Index ETF,28.49,7122528.49,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/py
PSC,Principal U.S. Small Cap Index ETF,28.17,249304528.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psc
PRZM,"Prism Technologies Group, Inc.",0.4,4029475.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/przm
PVTB,"PrivateBancorp, Inc.",54.28,4325256856,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pvtb
PVTBP,"PrivateBancorp, Inc.",26.82,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pvtbp
PDEX,"Pro-Dex, Inc.",4.484,18222245.11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pdex
IPDN,"Professional Diversity Network, Inc.",9.46,31017325.02,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipdn
PFIE,"Profire Energy, Inc.",1.33,70831759.46,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pfie
PGNX,Progenics Pharmaceuticals Inc.,9.15,640970685.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pgnx
PRGS,Progress Software Corporation,31.57,1534062605,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/prgs
DNAI,"ProNAi Therapeutics, Inc.",1.61,48890739.59,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dnai
PFPT,"Proofpoint, Inc.",72.26,3070495910,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pfpt
PRPH,"ProPhase Labs, Inc.",2.0501,35017298.88,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/prph
PRQR,ProQR Therapeutics N.V.,4.4,102726166.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/prqr
BIB,ProShares Ultra Nasdaq Biotechnology,41.19,411900000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bib
UBIO,Proshares UltraPro Nasdaq Biotechnology,22.18,35486114.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubio
TQQQ,ProShares UltraPro QQQ,129.49,1210731500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tqqq
ZBIO,ProShares UltraPro Short NASDAQ Biotechnology,23.08,8078023.08,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/zbio
SQQQ,ProShares UltraPro Short QQQ,12.88,525491467.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sqqq
BIS,ProShares UltraShort Nasdaq Biotechnology,34.06,64203031.88,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bis
PSEC,Prospect Capital Corporation,8.16,2924291880,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psec
PTGX,"Protagonist Therapeutics, Inc.",22,367717966,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ptgx
PRTO,"Proteon Therapeutics, Inc.",10,165944450,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/prto
PTI,"Proteostasis Therapeutics, Inc.",11.07,276309890,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pti
PRTA,Prothena Corporation plc,54.69,1886172127,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/prta
PVBC,"Provident Bancorp, Inc.",18.7,177626101.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pvbc
PROV,"Provident Financial Holdings, Inc.",20.11,160669166.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/prov
PBIP,"Prudential Bancorp, Inc.",17.11,137659257.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pbip
PSDV,pSivida Corp.,1.74,59467978.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psdv
PMD,Psychemedics Corporation,23,125585060,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmd
PTC,PTC Inc.,48.19,5570962109,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ptc
PTCT,"PTC Therapeutics, Inc.",12.79,438929381.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ptct
PULM,"Pulmatrix, Inc.",0.6538,9611882.543,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pulm
PLSE,"Pulse Biosciences, Inc",5.68,75630886.96,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/plse
PCYO,Pure Cycle Corporation,5.2,123521309.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcyo
IMED,PureFunds ETFx HealthTech ETF,23.1225,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/imed
FINQ,Purefunds Solactive FinTech ETF,23.97,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/finq
PXS,Pyxis Tankers Inc.,2.142,39151246.81,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pxs
QADA,QAD Inc.,29.75,589378380.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qada
QADB,QAD Inc.,25.5,505181469,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qadb
QCRH,"QCR Holdings, Inc.",42.15,551139490.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qcrh
QGEN,Qiagen N.V.,28.41,6654957270,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qgen
QIWI,QIWI plc,12.61,566445600.9,44920349,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qiwi
QRVO,"Qorvo, Inc.",56.48,7214060552,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qrvo
QCOM,QUALCOMM Incorporated,68.52,1.01196E+11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qcom
QSII,"Quality Systems, Inc.",14.09,874911335.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qsii
QBAK,Qualstar Corporation,2.78,5676812.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qbak
QLYS,"Qualys, Inc.",33,1177845669,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qlys
QTNA,"Quantenna Communications, Inc.",18.95,621201617.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qtna
QRHC,Quest Resource Holding Corporation.,2.13,32510875.86,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qrhc
QUIK,QuickLogic Corporation,0.9383,63608578.67,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/quik
QDEL,Quidel Corporation,23.04,752107553.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qdel
QPAC,Quinpario Acquisition Corp. 2,9.9301,434441875,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qpac
QPACU,Quinpario Acquisition Corp. 2,10.1096,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qpacu
QPACW,Quinpario Acquisition Corp. 2,0.1386,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qpacw
QNST,"QuinStreet, Inc.",3.53,161521677,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qnst
QUMU,Qumu Corporation,2.71,25010706.53,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qumu
QUNR,Qunar Cayman Islands Limited,30,1972852410,65761747,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qunr
QTNT,Quotient Limited,5.15,151944487.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qtnt
RRD,R.R. Donnelley & Sons Company,17.39,1213822000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rrd
RARX,"Ra Pharmaceuticals, Inc.",13.105,295467492.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rarx
RADA,RADA Electronic Industries Ltd.,1.16,22436463.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rada
RDCM,Radcom Ltd.,18.5,209338415,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rdcm
ROIA,"Radio One, Inc.",2.95,143261799.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/roia
ROIAK,"Radio One, Inc.",3,145689966,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/roiak
RSYS,RadiSys Corporation,4.77,183362639.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rsys
RDUS,"Radius Health, Inc.",43.94,1894328406,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rdus
RDNT,"RadNet, Inc.",6.25,290421275,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rdnt
RDWR,Radware Ltd.,13.8,617948088.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rdwr
RMBS,"Rambus, Inc.",14.27,1576144446,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rmbs
RAND,Rand Capital Corporation,3.2,20230361.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rand
RLOG,"Rand Logistics, Inc.",0.861,15988069.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rlog
GOLD,Randgold Resources Limited,73.12,3015959508,41246711,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gold
RNDB,"Randolph Bancorp, Inc.",14.77,86681083.02,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rndb
RPD,"Rapid7, Inc.",12.99,552017934.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rpd
RAVE,"Rave Restaurant Group, Inc.",2.23,23764108.73,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rave
RAVN,"Raven Industries, Inc.",26.3,950976597.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ravn
ROLL,RBC Bearings Incorporated,90.67,2153850073,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/roll
TALL,RBC S&P 500 Trend Allocator Index ETN,21.65,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tall
RICK,"RCI Hospitality Holdings, Inc.",14.81,145629929,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rick
RCMT,"RCM Technologies, Inc.",6.98,84347925.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rcmt
RDI,Reading International Inc,16.06,374758365.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rdi
RDIB,Reading International Inc,15.3,343983856.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rdib
RGSE,"Real Goods Solar, Inc.",0.2555,2056369.777,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rgse
RELY,"Real Industry, Inc. ",5.8,170295609.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rely
RNWK,"RealNetworks, Inc.",5.06,187074732.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnwk
RP,"RealPage, Inc.",30.5,2454359431,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rp
RETA,"Reata Pharmaceuticals, Inc.",21.3,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/reta
DAX,Recon Capital DAX Germany ETF,25.0392,15023520,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dax
QYLD,Recon Capital NASDAQ-100 Covered Call ETF,22.55,18040000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qyld
RCON,"Recon Technology, Ltd.",1.35,8411569.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rcon
REPH,"Recro Pharma, Inc.",6.67,81131612.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/reph
RRGB,"Red Robin Gourmet Burgers, Inc.",54.2,696901323.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rrgb
RRR,"Red Rock Resorts, Inc.",23.52,2725858397,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rrr
RDHL,Redhill Biopharma Ltd.,11.33,75584582.7,6671190,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rdhl
REGN,"Regeneron Pharmaceuticals, Inc.",372.83,39322491576,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/regn
RGNX,REGENXBIO Inc.,21.6,571868186.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rgnx
RGLS,Regulus Therapeutics Inc.,2.5,132308262.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rgls
REIS,"Reis, Inc",22.75,257116609.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/reis
RELV,"Reliv&#39; International, Inc.",4.53,8360509.11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/relv
MARK,"Remark Media, Inc.",3.76,81785572.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mark
RNST,Renasant Corporation,44.62,1878615156,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnst
REGI,"Renewable Energy Group, Inc.",10.25,395172483.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/regi
RNVA,"Rennova Health, Inc.",0.131,7316472.092,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnva
RNVAZ,"Rennova Health, Inc.",0.0313,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnvaz
RCII,Rent-A-Center Inc.,12.09,642578869.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rcii
RTK,"Rentech, Inc.",2.03,47078749.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rtk
RGEN,Repligen Corporation,31.54,1067057085,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rgen
RPRX,Repros Therapeutics Inc.,1.51,38392018.78,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rprx
RBCAA,"Republic Bancorp, Inc.",38.41,801311225.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbcaa
FRBK,"Republic First Bancorp, Inc.",7.85,297651417.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frbk
RSAS,RESAAS Services Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rsas
REFR,Research Frontiers Incorporated,1.91,45923745.86,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/refr
RESN,Resonant Inc.,5.2,64699850.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/resn
RECN,"Resources Connection, Inc.",18.15,656459944.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/recn
ROIC,Retail Opportunity Investments Corp.,21.23,2320396795,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/roic
SALE,"RetailMeNot, Inc.",9.6,465568185.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sale
RTRX,"Retrophin, Inc.",20.89,788228352.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rtrx
RVNC,"Revance Therapeutics, Inc.",17.4,496162218,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rvnc
RVEN,"Reven Housing REIT, Inc.",5.5897,58984890.02,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rven
RBIO,"rEVO Biologics, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbio
RVLT,"Revolution Lighting Technologies, Inc.",5.64,117572083,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rvlt
RWLK,ReWalk Robotics Ltd,2.95,48185323.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rwlk
REXX,Rex Energy Corporation,0.5516,53991774.63,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rexx
RFIL,"RF Industries, Ltd.",1.8,15903869.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfil
RGCO,RGC Resources Inc.,25.0375,119646375.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rgco
RIBT,RiceBran Technologies,1.1399,12311701.97,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ribt
RIBTW,RiceBran Technologies,0.23,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ribtw
RELL,"Richardson Electronics, Ltd.",5.87,75391714.81,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rell
RIGL,"Rigel Pharmaceuticals, Inc.",2.69,266141059.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rigl
NAME,"Rightside Group, Ltd.",7.9,153437844.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/name
RNET,"RigNet, Inc.",21.85,391712226.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnet
RTTR,"Ritter Pharmaceuticals, Inc.",2.91,31225353.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rttr
RVSB,Riverview Bancorp Inc,6.55,147426679.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rvsb
RLJE,"RLJ Entertainment, Inc.",1.66,8698541.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rlje
RMGN,RMG Networks Holding Corporation,0.6998,25810052.29,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rmgn
ROBO,ROBO Global Robotics and Automation Index ETF,29.14,134044000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/robo
FUEL,Rocket Fuel Inc.,1.98,90254229.12,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fuel
RMTI,"Rockwell Medical, Inc.",8.06,415313350.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rmti
RCKY,"Rocky Brands, Inc.",11.25,83546493.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rcky
RMCF,"Rocky Mountain Chocolate Factory, Inc.",10.1,59129157.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rmcf
ROKA,"Roka Bioscience, Inc.",4.38,8064109.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/roka
ROSG,Rosetta Genomics Ltd.,0.6136,12804147.67,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rosg
ROST,"Ross Stores, Inc.",67.62,26816726820,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rost
RBPAA,"Royal Bancshares of Pennsylvania, Inc.",3.01,90580974.47,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbpaa
RGLD,"Royal Gold, Inc.",67.02,4377453456,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rgld
RPXC,RPX Corporation,11.04,542645233.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rpxc
RTIX,"RTI Surgical, Inc.",3.4,198646349.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rtix
RBCN,"Rubicon Technology, Inc.",0.491,13172951.11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbcn
RUSHA,"Rush Enterprises, Inc.",32.73,1288548745,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rusha
RUSHB,"Rush Enterprises, Inc.",28.98,1140914837,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rushb
RUTH,"Ruth&#39;s Hospitality Group, Inc.",19.45,620228660.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ruth
RXII,RXi Pharmaceuticals Corporation,1.78,11747725.88,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rxii
RYAAY,Ryanair Holdings plc,84.26,8826016935,104747412,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ryaay
STBA,"S&T Bancorp, Inc.",38.07,1329138786,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stba
SANW,S&W Seed Company,4.7,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sanw
SCAC,Saban Capital Acquisition Corp.,10.3005,257512500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scac
SCACU,Saban Capital Acquisition Corp.,10.3978,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scacu
SCACW,Saban Capital Acquisition Corp.,0.7,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scacw
SBRA,"Sabra Healthcare REIT, Inc.",24.58,1604086769,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sbra
SBRAP,"Sabra Healthcare REIT, Inc.",25.15,144612500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sbrap
SABR,Sabre Corporation,27.07,7585736661,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sabr
SAEX,"SAExploration Holdings, Inc.",8.43,78765814.59,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/saex
